Jugadores;Posicion;Edad;Altura;Pie;Fichado;Equipo Anterior;Valor de mercado;Temporada;Club
Alexis Sosa;Defensa central;16;1,82;derecho;-;;-;2015;Banfield
Alexis Maldonado;Defensa central;18;1,87;derecho;01/09/2017;Club Atlético Banfield Inferiores;-;2015;Banfield
Alexis Soto;Lateral izquierdo;22;1,76;izquierdo;01/01/2016;Club Atlético Banfield Inferiores;75000;2015;Banfield
Adrián Spörle;Lateral izquierdo;20;1,82;izquierdo;01/01/2017;Club Atlético Banfield Inferiores;-;2015;Banfield
Claudio Bravo;Lateral izquierdo;19;1,79;izquierdo;01/07/2017;Club Atlético Banfield Inferiores;-;2015;Banfield
Gonzalo Bettini;Lateral derecho;23;1,71;derecho;01/07/2011;Club Atlético Banfield Inferiores;600000;2015;Banfield
Nahuel Yeri;Lateral derecho;24;1,72;derecho;-;;500000;2015;Banfield
Gonzalo Prósperi;Lateral derecho;30;1,79;derecho;26/07/2016;CA San Lorenzo de Almagro;450000;2015;Banfield
Luciano Gómez;Lateral derecho;20;1,64;derecho;01/07/2016;Club Atlético Banfield Inferiores;-;2015;Banfield
Iván Rossi;Pivote;22;1,83;izquierdo;01/07/2013;Club Atlético Banfield Inferiores;550000;2015;Banfield
Jorge Rodríguez;Pivote;20;1,79;derecho;01/07/2014;Club Atlético Banfield Inferiores;275000;2015;Banfield
Emanuel Cecchini;Pivote;19;1,79;derecho;01/07/2018;Málaga CF;225000;2015;Banfield
Eric Remedi;Pivote;21;1,69;derecho;03/01/2023;San José Earthquakes;150000;2015;Banfield
Walter Erviti;Mediocentro;36;1,69;izquierdo;23/01/2014;CF Atlante;500000;2015;Banfield
Juan Manuel Cobo;Mediocentro;31;1,79;derecho;13/07/2016;Argentinos Juniors;300000;2015;Banfield
Franco Colela;Mediocentro;20;1,76;izquierdo;01/01/2018;Club Atlético Banfield Inferiores;-;2015;Banfield
Juan Molina;Mediocentro;19;-;;-;;-;2015;Banfield
Lihué Prichoda;Interior derecho;27;1,78;derecho;01/07/2013;Unión San Felipe;400000;2015;Banfield
Enzo Trinidad;Interior izquierdo;19;1,79;izquierdo;-;;800000;2015;Banfield
Luciano Civelli;Interior izquierdo;29;1,86;izquierdo;05/01/2015;Universidad de Chile;750000;2015;Banfield
Brian Sarmiento;Mediocentro ofensivo;26;1,66;derecho;06/01/2016;Libre;600000;2015;Banfield
Miguel Escobar;Mediocentro ofensivo;20;1,71;derecho;01/01/2016;Club Atlético Banfield Inferiores;-;2015;Banfield
Nicolás Bertolo;Extremo izquierdo;30;1,8;derecho;01/07/2022;CA Platense;800000;2015;Banfield
Mauricio Sperduti;Extremo derecho;30;1,8;derecho;01/07/2016;Libre;1000000;2015;Banfield
Claudio Villagra;Extremo derecho;20;1,65;derecho;01/07/2017;Club Atlético Banfield Inferiores;300000;2015;Banfield
Thomas Rodríguez;Extremo derecho;20;1,84;derecho;01/01/2016;Club Atlético Banfield Inferiores;-;2015;Banfield
Giovanni Simeone;Delantero centro;20;1,8;derecho;06/07/2015;Libre;8000000;2015;Banfield
Mauricio Asenjo;Delantero centro;21;1,85;derecho;01/07/2014;Club Atlético Banfield Inferiores;800000;2015;Banfield
Santiago Silva;Delantero centro;35;1,85;derecho;01/01/2016;Arsenal Fútbol Club;500000;2015;Banfield
Agustín Fontana;Delantero centro;20;1,76;derecho;01/01/2019;Club Atlético Banfield Inferiores;125000;2015;Banfield
Romel Morales;Delantero centro;18;1,87;derecho;-;;-;2015;Banfield
Hilario Navarro;Portero;36;1,86;derecho;07/01/2016;Club Estudiantes de La Plata;350000;2016;Banfield
Iván Arboleda;Portero;21;1,85;derecho;01/07/2016;Club Atlético Banfield Inferiores;200000;2016;Banfield
Facundo Cambeses;Portero;20;1,85;derecho;01/01/2019;Club Atlético Banfield Inferiores;150000;2016;Banfield
Facundo Altamirano;Portero;21;1,86;derecho;01/01/2017;Club Atlético Banfield Inferiores;100000;2016;Banfield
Alejandro Alcayaga;Portero;24;1,85;derecho;-;;-;2016;Banfield
Renato Civelli;Defensa central;33;1,93;derecho;23/01/2017;Libre;1000000;2016;Banfield
Claudio Pérez;Defensa central;31;1,88;derecho;22/01/2016;CA Boca Juniors;450000;2016;Banfield
Carlos Matheu;Defensa central;32;1,82;derecho;01/01/2016;CSD Defensa y Justicia;350000;2016;Banfield
Alexis Sosa;Defensa central;17;1,82;derecho;-;;250000;2016;Banfield
Alexis Maldonado;Defensa central;19;1,87;derecho;01/09/2017;Club Atlético Banfield Inferiores;-;2016;Banfield
Alexis Soto;Lateral izquierdo;23;1,76;izquierdo;01/01/2016;Club Atlético Banfield Inferiores;1750000;2016;Banfield
Adrián Spörle;Lateral izquierdo;21;1,82;izquierdo;01/01/2017;Club Atlético Banfield Inferiores;400000;2016;Banfield
Claudio Bravo;Lateral izquierdo;20;1,79;izquierdo;01/07/2017;Club Atlético Banfield Inferiores;50000;2016;Banfield
Gonzalo Bettini;Lateral derecho;24;1,71;derecho;01/07/2011;Club Atlético Banfield Inferiores;750000;2016;Banfield
Gonzalo Prósperi;Lateral derecho;31;1,79;derecho;26/07/2016;CA San Lorenzo de Almagro;275000;2016;Banfield
Luciano Gómez;Lateral derecho;21;1,64;derecho;01/07/2016;Club Atlético Banfield Inferiores;275000;2016;Banfield
Emanuel Cecchini;Pivote;20;1,79;derecho;01/07/2018;Málaga CF;1750000;2016;Banfield
Jorge Rodríguez;Pivote;21;1,79;derecho;01/07/2014;Club Atlético Banfield Inferiores;900000;2016;Banfield
Eric Remedi;Pivote;22;1,69;derecho;03/01/2023;San José Earthquakes;750000;2016;Banfield
Walter Erviti;Mediocentro;37;1,69;izquierdo;23/01/2014;CF Atlante;500000;2016;Banfield
Juan Manuel Cobo;Mediocentro;32;1,79;derecho;13/07/2016;Argentinos Juniors;300000;2016;Banfield
Franco Colela;Mediocentro;21;1,76;izquierdo;01/01/2018;Club Atlético Banfield Inferiores;250000;2016;Banfield
Lihué Prichoda;Interior derecho;28;1,78;derecho;01/07/2013;Unión San Felipe;350000;2016;Banfield
Enzo Trinidad;Interior izquierdo;20;1,79;izquierdo;-;;500000;2016;Banfield
Luciano Civelli;Interior izquierdo;30;1,86;izquierdo;05/01/2015;Universidad de Chile;250000;2016;Banfield
Jesús Dátolo;Mediocentro ofensivo;33;1,75;izquierdo;01/07/2017;Libre;1500000;2016;Banfield
Brian Sarmiento;Mediocentro ofensivo;27;1,66;derecho;06/01/2016;Libre;600000;2016;Banfield
Miguel Escobar;Mediocentro ofensivo;21;1,71;derecho;01/01/2016;Club Atlético Banfield Inferiores;100000;2016;Banfield
Martín Lucero;Mediocentro ofensivo;27;1,87;derecho;31/08/2016;Club Atlético Colegiales;75000;2016;Banfield
Pablo Mouche;Extremo izquierdo;29;1,77;izquierdo;18/07/2017;SE Palmeiras;900000;2016;Banfield
Nicolás Bertolo;Extremo izquierdo;31;1,8;derecho;01/07/2022;CA Platense;750000;2016;Banfield
Leandro Chetti;Extremo izquierdo;24;1,78;;-;;200000;2016;Banfield
Mauricio Sperduti;Extremo derecho;31;1,8;derecho;01/07/2016;Libre;900000;2016;Banfield
Claudio Villagra;Extremo derecho;21;1,65;derecho;01/07/2017;Club Atlético Banfield Inferiores;400000;2016;Banfield
Thomas Rodríguez;Extremo derecho;21;1,84;derecho;01/01/2016;Club Atlético Banfield Inferiores;350000;2016;Banfield
Juan Pablo Álvarez;Extremo derecho;21;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;-;2016;Banfield
Darío Cvitanich;Delantero centro;33;1,77;derecho;02/01/2022;Racing Club;1000000;2016;Banfield
Mauricio Asenjo;Delantero centro;22;1,85;derecho;01/07/2014;Club Atlético Banfield Inferiores;600000;2016;Banfield
Santiago Silva;Delantero centro;36;1,85;derecho;01/01/2016;Arsenal Fútbol Club;500000;2016;Banfield
Agustín Fontana;Delantero centro;21;1,76;derecho;01/01/2019;Club Atlético Banfield Inferiores;250000;2016;Banfield
Rodrigo Linares;Delantero centro;22;-;;-;;-;2016;Banfield
Brian Robles;Defensa;20;1,86;;-;;-;2017;Banfield
Iván Arboleda;Portero;22;1,85;derecho;01/07/2016;Club Atlético Banfield Inferiores;2000000;2017;Banfield
Facundo Altamirano;Portero;22;1,86;derecho;01/01/2017;Club Atlético Banfield Inferiores;600000;2017;Banfield
Facundo Cambeses;Portero;21;1,85;derecho;01/01/2019;Club Atlético Banfield Inferiores;150000;2017;Banfield
Renato Civelli;Defensa central;34;1,93;derecho;23/01/2017;Libre;500000;2017;Banfield
Danilo Ortíz;Defensa central;25;1,88;derecho;03/01/2018;CD Godoy Cruz Antonio Tomba;500000;2017;Banfield
Alexis Maldonado;Defensa central;20;1,87;derecho;01/09/2017;Club Atlético Banfield Inferiores;350000;2017;Banfield
Alexis Sosa;Defensa central;18;1,82;derecho;-;;250000;2017;Banfield
Adrián Spörle;Lateral izquierdo;22;1,82;izquierdo;01/01/2017;Club Atlético Banfield Inferiores;1250000;2017;Banfield
Claudio Bravo;Lateral izquierdo;21;1,79;izquierdo;01/07/2017;Club Atlético Banfield Inferiores;300000;2017;Banfield
Franco Quinteros;Lateral izquierdo;19;1,78;izquierdo;10/06/2019;Club Atlético Banfield Inferiores;-;2017;Banfield
Gonzalo Bettini;Lateral derecho;25;1,71;derecho;01/07/2011;Club Atlético Banfield Inferiores;600000;2017;Banfield
Luciano Gómez;Lateral derecho;22;1,64;derecho;01/07/2016;Club Atlético Banfield Inferiores;300000;2017;Banfield
Rodrigo Arciero;Lateral derecho;25;1,81;derecho;10/07/2018;Club Atlético Patronato;150000;2017;Banfield
Emanuel Coronel;Lateral derecho;21;1,74;derecho;01/01/2019;Club Atlético Banfield Inferiores;-;2017;Banfield
Emanuel Cecchini;Pivote;21;1,79;derecho;01/07/2018;Málaga CF;1500000;2017;Banfield
Eric Remedi;Pivote;23;1,69;derecho;03/01/2023;San José Earthquakes;1500000;2017;Banfield
Jorge Rodríguez;Pivote;22;1,79;derecho;01/07/2014;Club Atlético Banfield Inferiores;700000;2017;Banfield
Nicolás Linares;Pivote;22;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;350000;2017;Banfield
Adrián Calello;Pivote;31;1,78;derecho;27/07/2018;CA Huracán;300000;2017;Banfield
Enzo Kalinski;Mediocentro;31;1,84;derecho;19/01/2018;Club Tijuana;800000;2017;Banfield
Franco Colela;Mediocentro;22;1,76;izquierdo;01/01/2018;Club Atlético Banfield Inferiores;200000;2017;Banfield
Martín Payero;Mediocentro;19;1,82;derecho;01/01/2019;Club Atlético Banfield Inferiores;-;2017;Banfield
Sebastián Benega;Mediocentro;19;1,76;derecho;-;;-;2017;Banfield
Jesús Dátolo;Mediocentro ofensivo;34;1,75;izquierdo;01/07/2017;Libre;750000;2017;Banfield
Federico Barrionuevo;Mediocentro ofensivo;37;1,73;izquierdo;01/07/2001;Libre;300000;2017;Banfield
Martín Lucero;Mediocentro ofensivo;28;1,87;derecho;31/08/2016;Club Atlético Colegiales;175000;2017;Banfield
Giuliano Galoppo;Mediocentro ofensivo;19;1,79;derecho;01/01/2019;Club Atlético Banfield Inferiores;-;2017;Banfield
Pablo Mouche;Extremo izquierdo;30;1,77;izquierdo;18/07/2017;SE Palmeiras;1000000;2017;Banfield
Nicolás Bertolo;Extremo izquierdo;32;1,8;derecho;01/07/2022;CA Platense;750000;2017;Banfield
Mauricio Sperduti;Extremo derecho;32;1,8;derecho;01/07/2016;Libre;500000;2017;Banfield
Claudio Villagra;Extremo derecho;22;1,65;derecho;01/07/2017;Club Atlético Banfield Inferiores;300000;2017;Banfield
Juan Pablo Álvarez;Extremo derecho;22;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;150000;2017;Banfield
Julián Carranza;Delantero centro;18;1,82;derecho;27/07/2019;Inter Miami CF;2000000;2017;Banfield
Darío Cvitanich;Delantero centro;34;1,77;derecho;02/01/2022;Racing Club;1500000;2017;Banfield
Mauricio Asenjo;Delantero centro;23;1,85;derecho;01/07/2014;Club Atlético Banfield Inferiores;600000;2017;Banfield
Marcelo Torres;Delantero centro;20;1,8;derecho;14/07/2018;CA Boca Juniors Inferiores;600000;2017;Banfield
Agustín Fontana;Delantero centro;22;1,76;derecho;01/01/2019;Club Atlético Banfield Inferiores;250000;2017;Banfield
Michael López;Delantero centro;20;1,81;derecho;-;;50000;2017;Banfield
Fernando Álvarez;Delantero centro;36;1,82;ambidiestro;01/07/2001;Libre;-;2017;Banfield
Ignacio González;Delantero centro;17;1,78;derecho;-;;-;2017;Banfield
Iván Arboleda;Portero;23;1,85;derecho;01/07/2016;Club Atlético Banfield Inferiores;3500000;2018;Banfield
Facundo Altamirano;Portero;23;1,86;derecho;01/01/2017;Club Atlético Banfield Inferiores;600000;2018;Banfield
Facundo Cambeses;Portero;22;1,85;derecho;01/01/2019;Club Atlético Banfield Inferiores;150000;2018;Banfield
Esteban Conde;Portero;36;1,86;derecho;01/07/2019;Club Nacional;50000;2018;Banfield
Sergio Vittor;Defensa central;29;1,89;derecho;17/07/2019;Racing Club;1400000;2018;Banfield
Danilo Ortíz;Defensa central;26;1,88;derecho;03/01/2018;CD Godoy Cruz Antonio Tomba;600000;2018;Banfield
Luciano Lollo;Defensa central;32;1,83;derecho;05/09/2020;Libre;500000;2018;Banfield
Renato Civelli;Defensa central;35;1,93;derecho;23/01/2017;Libre;450000;2018;Banfield
Alexis Maldonado;Defensa central;21;1,87;derecho;01/09/2017;Club Atlético Banfield Inferiores;300000;2018;Banfield
Rodrigo Tapia;Defensa central;24;1,84;derecho;29/01/2019;CA San Lorenzo de Almagro Inferiores;250000;2018;Banfield
Alexis Sosa;Defensa central;19;1,82;derecho;-;;200000;2018;Banfield
Adrián Spörle;Lateral izquierdo;23;1,82;izquierdo;01/01/2017;Club Atlético Banfield Inferiores;1000000;2018;Banfield
Claudio Bravo;Lateral izquierdo;22;1,79;izquierdo;01/07/2017;Club Atlético Banfield Inferiores;600000;2018;Banfield
Franco Quinteros;Lateral izquierdo;20;1,78;izquierdo;10/06/2019;Club Atlético Banfield Inferiores;-;2018;Banfield
Luciano Gómez;Lateral derecho;23;1,64;derecho;01/07/2016;Club Atlético Banfield Inferiores;850000;2018;Banfield
Rodrigo Arciero;Lateral derecho;26;1,81;derecho;10/07/2018;Club Atlético Patronato;600000;2018;Banfield
Emanuel Coronel;Lateral derecho;22;1,74;derecho;01/01/2019;Club Atlético Banfield Inferiores;50000;2018;Banfield
Emanuel Cecchini;Pivote;22;1,79;derecho;01/07/2018;Málaga CF;1250000;2018;Banfield
Jorge Rodríguez;Pivote;23;1,79;derecho;01/07/2014;Club Atlético Banfield Inferiores;700000;2018;Banfield
Nicolás Linares;Pivote;23;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;400000;2018;Banfield
Adrián Calello;Pivote;32;1,78;derecho;27/07/2018;CA Huracán;300000;2018;Banfield
Israel Damonte;Pivote;37;1,76;derecho;01/07/2019;CA Huracán;200000;2018;Banfield
Enzo Kalinski;Mediocentro;32;1,84;derecho;19/01/2018;Club Tijuana;800000;2018;Banfield
Martín Payero;Mediocentro;20;1,82;derecho;01/01/2019;Club Atlético Banfield Inferiores;200000;2018;Banfield
Sebastián Benega;Mediocentro;20;1,76;derecho;-;;-;2018;Banfield
Jesús Dátolo;Mediocentro ofensivo;35;1,75;izquierdo;01/07/2017;Libre;400000;2018;Banfield
Giuliano Galoppo;Mediocentro ofensivo;20;1,79;derecho;01/01/2019;Club Atlético Banfield Inferiores;50000;2018;Banfield
Agustín Urzi;Extremo izquierdo;19;1,68;izquierdo;01/01/2019;Club Atlético Banfield Inferiores;5000000;2018;Banfield
Nicolás Bertolo;Extremo izquierdo;33;1,8;derecho;01/07/2022;CA Platense;400000;2018;Banfield
Nicolás Silva;Extremo izquierdo;29;1,63;derecho;06/08/2018;CA Huracán;275000;2018;Banfield
Matías Moya;Extremo izquierdo;21;1,67;derecho;17/01/2019;Libre;250000;2018;Banfield
Reinaldo Lenis;Extremo derecho;26;1,8;derecho;21/01/2019;Sport Club do Recife;700000;2018;Banfield
Juan Pablo Álvarez;Extremo derecho;23;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;400000;2018;Banfield
Claudio Villagra;Extremo derecho;23;1,65;derecho;01/07/2017;Club Atlético Banfield Inferiores;300000;2018;Banfield
Junior Arias;Delantero centro;26;1,76;derecho;02/08/2019;Libre;2500000;2018;Banfield
Julián Carranza;Delantero centro;19;1,82;derecho;27/07/2019;Inter Miami CF;2500000;2018;Banfield
Darío Cvitanich;Delantero centro;35;1,77;derecho;02/01/2022;Racing Club;1250000;2018;Banfield
Marcelo Torres;Delantero centro;21;1,8;derecho;14/07/2018;CA Boca Juniors Inferiores;750000;2018;Banfield
Agustín Fontana;Delantero centro;23;1,76;derecho;01/01/2019;Club Atlético Banfield Inferiores;250000;2018;Banfield
Michael López;Delantero centro;21;1,81;derecho;-;;200000;2018;Banfield
Ramiro Di Luciano;Defensa;16;1,66;derecho;-;;-;2019;Banfield
Iván Arboleda;Portero;24;1,85;derecho;01/07/2016;Club Atlético Banfield Inferiores;1400000;2019;Banfield
Facundo Cambeses;Portero;23;1,85;derecho;01/01/2019;Club Atlético Banfield Inferiores;800000;2019;Banfield
Facundo Altamirano;Portero;24;1,86;derecho;01/01/2017;Club Atlético Banfield Inferiores;400000;2019;Banfield
Esteban Conde;Portero;37;1,86;derecho;01/07/2019;Club Nacional;200000;2019;Banfield
Facundo Sanguinetti;Portero;19;1,84;derecho;-;;-;2019;Banfield
Emanuel Olivera;Defensa central;30;1,8;derecho;01/01/2023;Atlético Nacional;1400000;2019;Banfield
Sergio Vittor;Defensa central;30;1,89;derecho;17/07/2019;Racing Club;950000;2019;Banfield
Gustavo Canto;Defensa central;26;1,86;izquierdo;01/07/2021;Club Atlético Patronato;400000;2019;Banfield
Alejandro Maciel;Defensa central;23;1,83;derecho;01/01/2023;Club Atlético Talleres;400000;2019;Banfield
Luciano Lollo;Defensa central;33;1,83;derecho;05/09/2020;Libre10 mil €;350000;2019;Banfield
Renato Civelli;Defensa central;36;1,93;derecho;23/01/2017;Libre;300000;2019;Banfield
Alexis Maldonado;Defensa central;22;1,87;derecho;01/09/2017;Club Atlético Banfield Inferiores;300000;2019;Banfield
Alexis Sosa;Defensa central;20;1,82;derecho;-;;100000;2019;Banfield
Federico Torres;Defensa central;21;1,79;izquierdo;-;;-;2019;Banfield
Mateo Pérez;Defensa central;18;1,86;;-;;-;2019;Banfield
Aarón Quirós;Defensa central;18;1,74;izquierdo;01/01/2023;Club Atlético Banfield Inferiores;-;2019;Banfield
Gregorio Tanco;Defensa central;20;1,86;derecho;01/01/2022;Club Atlético Banfield Inferiores;-;2019;Banfield
Claudio Bravo;Lateral izquierdo;23;1,79;izquierdo;01/07/2017;Club Atlético Banfield Inferiores;2400000;2019;Banfield
Emanuel Insúa;Lateral izquierdo;29;1,82;izquierdo;03/01/2023;CA Vélez Sarsfield;600000;2019;Banfield
Sebastián Dubarbier;Lateral izquierdo;34;1,77;izquierdo;13/07/2019;RC Deportivo de La Coruña;300000;2019;Banfield
Franco Quinteros;Lateral izquierdo;21;1,78;izquierdo;10/06/2019;Club Atlético Banfield Inferiores;50000;2019;Banfield
Juan Ignacio Rodríguez;Lateral izquierdo;18;1,66;izquierdo;-;;-;2019;Banfield
Pedro Souto;Lateral izquierdo;20;1,78;izquierdo;01/01/2023;Club Atlético Temperley;-;2019;Banfield
Luciano Gómez;Lateral derecho;24;1,64;derecho;01/07/2016;Club Atlético Banfield Inferiores;1200000;2019;Banfield
Rodrigo Arciero;Lateral derecho;27;1,81;derecho;10/07/2018;Club Atlético Patronato;325000;2019;Banfield
Emanuel Coronel;Lateral derecho;23;1,74;derecho;01/01/2019;Club Atlético Banfield Inferiores;300000;2019;Banfield
Eric Remedi;Pivote;25;1,69;derecho;03/01/2023;San José Earthquakes;2000000;2019;Banfield
Jorge Rodríguez;Pivote;24;1,79;derecho;01/07/2014;Club Atlético Banfield Inferiores;1000000;2019;Banfield
Gonzalo Miceli;Pivote;22;1,75;izquierdo;06/07/2021;Nueva Chicago;300000;2019;Banfield
Alejandro Cabrera;Pivote;27;1,85;derecho;01/01/2022;AA Estudiantes (Río Cuarto);300000;2019;Banfield
Nery Leyes;Pivote;30;1,81;derecho;06/01/2020;Club Atlético Tucumán;250000;2019;Banfield
Nicolás Linares;Pivote;24;1,75;derecho;01/07/2017;Club Atlético Banfield Inferiores;250000;2019;Banfield
Israel Damonte;Pivote;38;1,76;derecho;01/07/2019;CA Huracán;-;2019;Banfield
Lautaro Ríos;Pivote;19;1,79;derecho;01/07/2021;Club Atlético Banfield Inferiores;-;2019;Banfield
Alan Di Pippa;Pivote;20;1,79;;-;;-;2019;Banfield
Martín Payero;Mediocentro;21;1,82;derecho;01/01/2019;Club Atlético Banfield Inferiores;2300000;2019;Banfield
Matías Romero;Mediocentro;24;1,76;derecho;04/01/2022;Argentinos Juniors;400000;2019;Banfield
Sebastián Benega;Mediocentro;21;1,76;derecho;-;;50000;2019;Banfield
Matías González;Mediocentro;18;1,73;izquierdo;01/01/2022;Club Atlético Banfield Inferiores;-;2019;Banfield
Valentín Barbero;Interior derecho;19;1,84;derecho;01/07/2021;Belgrano de Córdoba II;50000;2019;Banfield
Jonás Gutiérrez;Interior izquierdo;36;1,84;derecho;01/07/2019;CA Independiente;150000;2019;Banfield
Julián Eseiza;Interior izquierdo;18;1,85;izquierdo;-;;-;2019;Banfield
Joel Soñora;Mediocentro ofensivo;23;1,73;derecho;01/07/2021;Club Atlético Talleres;1300000;2019;Banfield
Brahian Alemán;Mediocentro ofensivo;30;1,77;izquierdo;23/01/2023;Club de Gimnasia y Esgrima La Plata;1200000;2019;Banfield
Jesús Dátolo;Mediocentro ofensivo;36;1,75;izquierdo;01/07/2017;Libre;300000;2019;Banfield
Giuliano Galoppo;Mediocentro ofensivo;21;1,79;derecho;01/01/2019;Club Atlético Banfield Inferiores;300000;2019;Banfield
Ignacio Rodríguez;Mediocentro ofensivo;18;1,75;izquierdo;01/01/2023;Club Atlético Banfield Inferiores;-;2019;Banfield
Agustín Urzi;Extremo izquierdo;20;1,68;izquierdo;01/01/2019;Club Atlético Banfield Inferiores;9000000;2019;Banfield
Matías Moya;Extremo izquierdo;22;1,67;derecho;17/01/2019;Libre;450000;2019;Banfield
Horacio Tijanovich;Extremo izquierdo;24;1,73;derecho;27/01/2023;CA Platense;400000;2019;Banfield
